HD_LastUpdate,HD_Notes,Interference,aant_rotation_deg,actual_erp,amsl,antenna_type,app_id,banner,base_callsign,bc_mode,bearing,callsign,city,class,class_flag,country,create_ts,digital_erp,distance,erp,erphpk,erpvpk,facility_id,field_strength,format,format2,format3,format_id,frequency,haat,hagl,hd2_format,hd2_slogan,hd3_format,hd3_slogan,hd4_format,hd4_slogan,index,language_id,last_update_ts,lat,level_0,lon,market,mlb,mode,nba,new_erp,new_format,nfl,nhl,npr,owner,pi_code,population,prl,ps_info,radiotext,range_flag,rank,receiver_hagl,relay,search_lat,search_location,search_lon,service_code,slogan,sp,status_date,strong_iboc,supertranslator,timeShare,uneven_polarization
,,"['WAYK,adjacent,75.3']",,50.0,355.0,OTS,1ae9a4dbbb494b16a15ac1b6063ebeb7,,WWWY,,3,WWWY,NORTH VERNON,B,7.0,USA,2019-03-14T20:09:43.718Z,,56.36,50.0,50.0,50.0,61195,47.4,Classic Hits,,,7.0,106.1,148.0,144.0,,,,,,,,,1985-09-05T00:00:00.000Z,39.06725,5043,85.70275,,,,,50.0,Classic Hits,,,False,"WHITE RIVER BROADCASTING CO., INC.",9114,,,WWWY-FM Title & Artist,Title & Artist,12.4201561391,,141,,38.2527,"Louisville, KY",-85.7585,FM,106.1 THE RIVER,IN,1986-02-06T00:00:00.000Z,False,0.0,False,0.0
,,"['W223DK,adjacent,60.79']",,3.6,308.0,NDIR,483d9660c83b4da7a7a4c1b6063ebeb7,,WXKU,,357,WXKU-FM,AUSTIN,A,4.0,USA,2019-03-14T20:07:49.094Z,,39.4,3.6,3.6,3.6,3347,45.19,Country,,,13.0,92.7,129.0,134.0,,,,,,,,,2006-12-21T00:00:00.000Z,38.8222777778,5078,85.7938611111,,,,,3.6,Country,,,False,"BK MEDIA, LLC",927C,,,WXKU,92.7 NASHICON WXKU,10.152284264,,141,,38.2527,"Louisville, KY",-85.7585,FM,92.7 NASH ICON,IN,2007-03-21T00:00:00.000Z,False,0.0,False,0.0
,,[],,6.0,240.0,NDIR,78c39b2b6da04bec9716c1b6063ebeb7,,WXMA,,185,WXMA,LOUISVILLE,A,4.0,USA,2019-03-14T20:09:02.598Z,,0.62,6.0,6.0,6.0,37236,114.68,Soft AC,,,41.0,102.3,87.0,101.0,,,,,,,,,2000-12-14T00:00:00.000Z,38.2436944444,5089,85.7594166667,Louisville,,,,6.0,Soft AC,,,False,Alpha Media Licensee LLC,929C,"1,063,200",,,,645.1612903226,56.0,141,,38.2527,"Louisville, KY",-85.7585,FM,102.3 THE ROSE,KY,2001-01-31T00:00:00.000Z,False,0.0,False,0.0
,,"['W265DK,same-channel 5010,39.21', 'WLSK,Same Channel,42.19']",,0.1,179.0,NDIR,25076f9176791650017687182a3a00c6,,WXND-LP,,90,WXND-LP,LOUISVILLE,LP100,2.5,USA,2020-12-21T15:57:56.498Z,,5.4,0.1,0.1,0.1,192887,58.54,Variety,,,35.0,100.9,28.0,13.0,,,,,,,,,2020-12-24T00:00:00.000Z,38.2520277778,5101,85.6590277778,Louisville,,,,0.1,Variety,,,False,"XTENDSOUND, INC",,"1,063,200",,,,46.2962962963,56.0,141,,38.2527,"Louisville, KY",-85.7585,FL,LOUISVILLE`S LOCAL MUSIC STATION,KY,2021-01-13T00:00:00.000Z,False,0.0,False,0.0
,,[],,0.084,181.0,NDIR,c36e78a34aba46de819ac1b6063ebeb7,,WXOX-LP,,100,WXOX-LP,LOUISVILLE,LP100,2.5,USA,2019-03-14T20:13:57.833Z,,1.43,0.084,0.084,0.084,194204,85.85,Adult Alternative,,,38.0,97.1,32.792801,43.0,,,,,,,,,2016-01-14T00:00:00.000Z,38.2492222222,5111,85.7324444444,Louisville,,,,0.084,Adult Alternative,,,False,"ART FM, INC.",,"1,063,200",,,,174.8251748252,56.0,141,,38.2527,"Louisville, KY",-85.7585,FL,,KY,2016-01-19T00:00:00.000Z,False,0.0,False,0.0
,,[],,0.15,285.2,DRL,25076f9198d1eaab019910361e6e1155,,W252EL,,278,W252EL,CARY,D,3.5,USA,2025-09-03T11:33:25.597Z,,6.91,0.15,0.15,0.15,157569,73.24,Classic Rock,,,8.0,98.3,,134.0,,,,,,,,,2025-09-03T00:00:00.000Z,35.7933333333,27,78.7602777778,,,,,0.15,Classic Rock,,,False,First State Communications,D282,,,,silent 4/11/25 unknown issues,50.6512301013,,105,WQDR-570,35.7796,"Raleigh, NC",-78.6382,FX,TRIANGLE'S ROCK 92.9,NC,2025-09-05T00:00:00.000Z,False,1.0,False,0.0
,,"['WEAD-LP,Same Channel,46.9', 'WKVK,Same Channel,45.13', 'WSFL-FM,IBOC,41.43', 'WSMU-LP,adjacent,62.32']",,0.25,234.0,DRL,25076f918ef8dfd1018efcebc2cf00d0,,W294CZ,,133,W294CZ,GOLDSBORO,D,3.5,USA,2024-04-20T15:11:33.052Z,,38.66,0.235225,0.25,0.25,202988,44.08,Religious Teaching,,,362.0,106.7,,206.0,,,,,,,,,2024-05-03T00:00:00.000Z,35.3980555556,39,78.135,,,,,0.25,Religious Teaching,,,False,"MOUNT OLIVE BROADCASTING COMPANY, L.L.C.",,,,,,9.0532850491,,105,WDJS-1430,35.7796,"Raleigh, NC",-78.6382,FX,WHAT DID JESUS SAY,NC,2024-05-21T00:00:00.000Z,False,1.0,False,0.0
,,"['WAKG,Same Channel,42.23', 'WMGV,Same Channel,35.87', 'WJMX-FM,Same Channel,28.07', 'WRCQ,IBOC,51.97']",,0.155,219.8,DRL,25076f919207403e01921f468f1a0fc8,,W277DZ,,324,W277DZ,DURHAM,D,3.5,USA,2024-09-23T10:26:09.935Z,,16.92,0.022382,0.155,0.0,146901,44.87,News/Talk,Talk,,21.0,103.3,,115.0,,,,,,,,,2024-09-23T00:00:00.000Z,35.9776666667,41,78.8158611111,,,,,0.155,News,,,False,DELMARVA EDUCATIONAL ASSOCIATION,,,,,,20.6855791962,,105,WPTF-680,35.7796,"Raleigh, NC",-78.6382,FX,NEWSRADIO FM 98.5/AM 680 WPTF,NC,2024-09-26T00:00:00.000Z,False,1.0,False,1.0
,,"['W293DV,Same Channel,56.66', 'WEND,same-channel 5010,39.28', 'WSFL-FM,Same Channel,41.43', 'WSMU-LP,Same Channel,62.32']",,0.018,183.1,NDIR,25076f919674f7eb0196874765a80566,,WSPQ-LP,,253,WSPQ-LP,APEX,LP100,2.5,USA,2025-04-30T11:18:45.195Z,,11.68,0.018,0.018,0.018,778360,49.32,Religious Teaching,,,362.0,106.5,69.0,34.1,,,,,,,,,2025-04-30T00:00:00.000Z,35.7311944444,122,78.8378333333,,,,,0.018,Religious Teaching,,,False,Mujer de Guerra Foundation Inc.,,,,,,21.404109589,,105,,35.7796,"Raleigh, NC",-78.6382,FL,,NC,2025-05-02T00:00:00.000Z,False,0.0,False,0.0
,,[],,0.01,216.0,NDIR,8f8923fef0794e63a02dc1b6063ebeb7,,W207CB,,286,W207CB,RALEIGH,D,2.5,USA,2019-03-14T20:09:45.648Z,,2.38,0.01,0.01,0.01,61785,74.53,Contemporary Christian,,,12.0,89.3,,88.0,,,,,,,,,2014-05-09T00:00:00.000Z,35.7893055556,204,78.6788888889,Raleigh-Durham,,,,0.01,Contemporary Christian,,,False,"PENFOLD COMMUNICATIONS, INC.",,"1,694,400",,,,105.0420168067,37.0,105,WVRD 90.5,35.7796,"Raleigh, NC",-78.6382,FX,THE JOURNEY,NC,2014-06-16T00:00:00.000Z,False,0.0,False,0.0
,,[],,0.01,209.0,NDIR,774cd4ef578b4a44ac97c1b6063ebeb7,,W216BN,,132,W216BN,RALEIGH,D,2.5,USA,2019-03-14T20:10:45.758Z,,2.89,0.01,0.01,0.01,92570,73.67,Classic Rock,,,8.0,91.1,121.9,128.0,,,,,,,,,2002-12-20T00:00:00.000Z,35.7515277778,256,78.6,Raleigh-Durham,,,,0.01,Classic Rock,,,False,"RADIO TRAINING NETWORK, INC.",,"1,694,400",,,,86.5051903114,37.0,105,WRDU 100.7,35.7796,"Raleigh, NC",-78.6382,FX,CLASSIC ROCK WRDU FM 100.7,NC,2003-01-30T00:00:00.000Z,False,0.0,False,0.0
,,[],,0.25,375.0,DRL,5a53d5c4e5c747fc98acc1b6063ebeb7,,W225DF,,215,W225DF,RALEIGH,D,3.5,USA,2019-05-07T20:26:59.083Z,,7.97,0.140625,0.25,0.25,143608,76.26,News/Talk,Talk,,21.0,92.9,,268.0,,,,,,,,,2019-04-25T00:00:00.000Z,35.6854444444,376,78.7202777778,Raleigh-Durham,,,,0.25,News,,,False,"Carolina Radio Group, Inc.",D328,"1,694,400",,,,43.9146800502,37.0,105,WPTF-680,35.7796,"Raleigh, NC",-78.6382,FX,92.9 FM 107.5 FM 680 AM WPTF,NC,2019-05-01T00:00:00.000Z,False,1.0,False,0.0
,,"['WERO,Same Channel,57.44', 'W228CZ,adjacent,68.34']",,0.2,335.0,DRL,c9a2a7bbd03142f2babcc1b6063ebeb7,,W227CZ,,321,W227CZ,DURHAM,D,3.5,USA,2019-03-14T20:11:47.489Z,,28.93,0.2,0.2,0.2,142785,50.68,Country,,,13.0,93.3,,134.0,,,,,,,,,2016-12-02T00:00:00.000Z,36.10375,397,78.9655555556,Raleigh-Durham,,,,0.2,Country,,,False,"Eastern Airwaves, LLC",D1D8,"1,694,400",,ROCK92.9,-,12.0981679917,37.0,105,WQDR-FM 94.7,35.7796,"Raleigh, NC",-78.6382,FX,TODAY'S BEST COUNTRY,NC,2016-12-08T00:00:00.000Z,False,1.0,False,0.0
,,"['WRLY-LP,Same Channel,56.54']",,0.25,207.0,DRL,d58e4a451bfb48b58945c1b6063ebeb7,,W228CZ,,215,W228CZ,CARY,D,3.5,USA,2019-03-14T20:12:47.266Z,,7.97,0.0570015625,0.25,0.25,156763,68.34,Oldies,,,23.0,93.5,,100.0,,,,,,,,,2016-12-20T00:00:00.000Z,35.6854444444,413,78.7202777778,Raleigh-Durham,,,,0.25,Oldies,,,False,"Eastern Airwaves, LLC",D2E7,"1,694,400",,,,43.9146800502,37.0,105,WKIX 850,35.7796,"Raleigh, NC",-78.6382,FX,OLDIES 850/93.5 FM,NC,2016-12-30T00:00:00.000Z,False,1.0,False,0.0
,,[],,0.097,600.0,NDIR,428aab3b9a7a4c8da48bc1b6063ebeb7,,W232CH,,246,W232CH,RALEIGH,D,3.5,USA,2019-03-14T20:12:41.339Z,,11.03,0.097,0.097,0.097,156015,71.84,Country,,,13.0,94.3,492.6,457.0,,,,,,,,,2013-08-23T00:00:00.000Z,35.7140555556,478,78.8175,Raleigh-Durham,,,,0.097,Country,,,False,EDUCATIONAL MEDIA FOUNDATION,,"1,694,400",,,,31.7316409791,37.0,105,WNCB 93.9,35.7796,"Raleigh, NC",-78.6382,FX,B 93.9 NEW COUNTRY,NC,2013-09-24T00:00:00.000Z,False,1.0,False,0.0
,,"['W232CH,Same Channel,71.84', 'WVRH,Same Channel,39.76']",90.0,0.2,102.0,DRL,25076ff377414f15017759b6720906e4,,W232DO,,136,W232DO,SMITHFIELD,D,3.5,USA,2021-01-31T13:31:04.944Z,,24.5,0.1143072,0.2,0.2,201515,42.43,Regional Mexican,,,25.0,94.3,,60.0,,,,,,,,,2021-02-01T00:00:00.000Z,35.5259722222,489,78.3333333333,Raleigh-Durham,,,,0.2,Regional Mexican,,,False,Gorilla Broadcasting NC LLC,,"1,694,400",,,,14.2857142857,37.0,105,WMPM-1270,35.7796,"Raleigh, NC",-78.6382,FX,EL GALIO 94.3,NC,2021-02-18T00:00:00.000Z,False,1.0,False,0.0
,,[],,0.25,618.0,DRL,25076ff372e334f90172ec1f9044017c,,W237BZ,,246,W237BZ,CLAYTON,D,3.5,USA,2020-06-25T11:36:30.984Z,,11.02,0.25,0.25,0.25,157001,75.95,Classic Hip-Hop,,,375.0,95.3,,475.0,,,,,,,,,2020-06-25T00:00:00.000Z,35.7141666667,554,78.8175,Raleigh-Durham,,,,0.25,Classic Hip-Hop,,,False,"RADIO TRAINING NETWORK, INC.",D1E1,"1,694,400",,,,31.7604355717,37.0,105,WDCG-FM-HD2,35.7796,"Raleigh, NC",-78.6382,FX,95-3 THE BEAT,NC,2020-06-29T00:00:00.000Z,False,1.0,False,0.0
,,"['WKML,same-channel 5010,57.52']",,0.25,487.0,DRL,6fdc2c885498483c93f1c1b6063ebeb7,,W239CK,,246,W239CK,RALEIGH,D,3.5,USA,2019-03-14T20:12:50.478Z,,11.03,0.25,0.25,0.25,157691,74.66,Adult Alternative,,,38.0,95.7,,344.0,,,,,,,,,2019-01-24T00:00:00.000Z,35.7140555556,590,78.8175,Raleigh-Durham,,,,0.25,Adult Alternative,,,False,"WRAL FM, Inc.",D382,"1,694,400",,,[Artist] - [Title],31.7316409791,37.0,105,WRAL-FM-HD2,35.7796,"Raleigh, NC",-78.6382,FX,THAT STATION,NC,2019-02-25T00:00:00.000Z,False,1.0,False,0.0
,,"['WFLB,Same Channel,50.15']",,0.25,280.0,DRL,8a76525c639b400cbeb9c1b6063ebeb7,,W243DK,,318,W243DK,DURHAM,D,3.5,USA,2019-03-14T20:10:30.787Z,,26.14,0.25,0.25,0.25,87684,50.27,News,,,20.0,96.5,,143.0,,,,,,,,,2015-06-23T00:00:00.000Z,36.0593055556,652,78.9527777778,Raleigh-Durham,,,,0.25,News,,,False,"WDNC-AM, LLC",D276,"1,694,400",,WRAL News+ - 24/7 Local News,WRAL News+ - 24/7 Local News,13.389441469,37.0,105,WRAL-FM-HD3,35.7796,"Raleigh, NC",-78.6382,FX,WRAL NEWS+,NC,2015-07-13T00:00:00.000Z,False,1.0,False,0.0
,,[],,0.2,189.0,DRL,c7db13f9352d4c309c9dc1b6063ebeb7,,W250AZ,,26,W250AZ,RALEIGH,D,3.5,USA,2019-03-14T20:12:05.682Z,,1.85,0.19208,0.2,0.084,146926,85.21,Hip Hop,,,49.0,97.9,,118.0,,,,,,,,,2017-08-31T00:00:00.000Z,35.80375,779,78.6238888889,Raleigh-Durham,,,,0.2,Hip Hop,,,False,"PMC BROADCASTING, LLC",FF00,"1,694,400",,,,189.1891891892,37.0,105,WAUG-750,35.7796,"Raleigh, NC",-78.6382,FX,HOT 97.9,NC,2017-09-06T00:00:00.000Z,False,1.0,False,1.0
,,"['W250AZ,Same Channel,85.21', 'WNBB,Same Channel,29.15', 'WPEG,same-channel 5010,37.22', 'W251CA,adjacent,62.08']",,0.25,472.0,DRL,81006098912e4737bfe3c1b6063ebeb7,,W250BP,,282,W250BP,CHAPEL HILL,D,3.5,USA,2019-03-14T20:12:05.682Z,,29.96,0.25,0.25,0.25,147280,48.86,News/Talk,Talk,,21.0,97.9,330.9,265.0,,,,,,,,,2012-08-15T00:00:00.000Z,35.87125,783,79.1608333333,Raleigh-Durham,,,,0.25,News,,,False,"Chapel Hill Media Group, LLC",5AB1,"1,694,400",,,-,11.6822429907,37.0,105,WCHL-1360,35.7796,"Raleigh, NC",-78.6382,FX,THE HILL,NC,2012-09-12T00:00:00.000Z,False,1.0,False,0.0
,,"['WQSM,Same Channel,59.82', 'W252EL,adjacent,73.24', 'W250AZ,adjacent,85.21']",,0.25,249.0,DRL,25076f9186f2886f0187101d199907b8,,W251CA,,39,W251CA,ROLESVILLE,D,3.5,USA,2023-03-23T16:15:55.263Z,,14.26,0.0247275625,0.25,0.25,143057,62.08,News/Talk,Talk,,21.0,98.1,,142.3,,,,,,,,,2023-04-04T00:00:00.000Z,35.9405555556,797,78.4788888889,Raleigh-Durham,,,,0.25,News,,,False,"Eastern Airwaves, LLC",,"1,694,400",,,,24.5441795231,37.0,105,WPTF-680,35.7796,"Raleigh, NC",-78.6382,FX,92.9 FM 107.5 FM 680 AM WPTF,NC,2023-04-11T00:00:00.000Z,False,1.0,False,0.0
,,"['W254BV,Same Channel,37.82', 'WRMR,same-channel 5010,45.92', 'WSMW,Same Channel,42.71', 'W255AM,adjacent,70.07']",,0.25,257.0,DRL,3bb09e3bd82849eb9f1ec1b6063ebeb7,,W254AS,,39,W254AS,ROLESVILLE,D,3.5,USA,2019-03-14T20:11:51.018Z,,14.26,0.00497025,0.25,0.25,143226,55.53,Country,,,13.0,98.7,,150.0,,,,,,,,,2015-11-12T00:00:00.000Z,35.9406944444,845,78.4788888889,Raleigh-Durham,,,,0.25,Country,,,False,FM 102.9 LLC,,"1,694,400",,,,24.5441795231,37.0,105,WQDR-FM 94.7,35.7796,"Raleigh, NC",-78.6382,FX,TODAY'S BEST COUNTRY,NC,2016-11-29T00:00:00.000Z,False,1.0,False,0.0
,,"['W255BE,same-channel 5010,50.27']",330.0,0.099,182.0,DRL,ed5ad0c386dc4bfe9b8fc1b6063ebeb7,,W255AM,,357,W255AM,RALEIGH,D,2.5,USA,2019-03-14T20:10:30.787Z,,4.59,0.0167476013,0.099,0.099,87685,70.07,Contemporary Christian,,,12.0,98.9,83.5,52.0,,,,,,,,,2012-07-09T00:00:00.000Z,35.8459722222,860,78.6430555556,Raleigh-Durham,,,,0.099,Contemporary Christian,,,False,"RADIO TRAINING NETWORK, INC.",,"1,694,400",,,,54.4662309368,37.0,105,WRTP 88.5,35.7796,"Raleigh, NC",-78.6382,FX,HIS RADIO,NC,2012-08-08T00:00:00.000Z,False,0.0,False,0.0
,,"['W255AM,Same Channel,70.07', 'WLXB,Same Channel,38.49', 'WZFX,IBOC,48.98']",,0.055,147.0,NDIR,381029b81ccc43adb23fc1b6063ebeb7,,W255BE,,208,W255BE,FUQUAY-VARINA,D,2.5,USA,2019-03-14T20:11:21.507Z,,14.28,0.055,0.055,0.055,138960,49.46,Religious Teaching,,,362.0,98.9,48.3,25.0,,,,,,,,,2005-05-09T00:00:00.000Z,35.5976388889,862,78.7588888889,Raleigh-Durham,,,,0.055,Religious Teaching,,,False,"BIBLE BROADCASTING NETWORK, INC.",,"1,694,400",,,,17.5070028011,37.0,105,WYFL 92.5,35.7796,"Raleigh, NC",-78.6382,FX,BIBLE BROADCASTING NETWORK,NC,2005-08-02T00:00:00.000Z,False,0.0,False,0.0
,,"['WSLQ,Same Channel,47.64', 'WZFX,Same Channel,48.98', 'W255AM,adjacent,70.07', 'W257CS,adjacent,76.55']",,0.25,245.0,NDIR,37e0010ed62a45a9bfb6c1b6063ebeb7,,W256AH,,323,W256AH,DURHAM,D,3.5,USA,2019-03-14T20:10:30.787Z,,28.28,0.25,0.25,0.25,87712,47.41,Classic Rock,,,8.0,99.1,104.3,35.0,,,,,,,,,2012-04-18T00:00:00.000Z,36.1081944444,878,78.9397222222,Raleigh-Durham,,,,0.25,Classic Rock,,,False,"RADIO TRAINING NETWORK, INC.",,"1,694,400",,,,12.3762376238,37.0,105,WRDU 100.7,35.7796,"Raleigh, NC",-78.6382,FX,CLASSIC ROCK WRDU FM 100.7,NC,2012-05-22T00:00:00.000Z,False,1.0,False,0.0
,,[],,0.25,269.3,DRL,25076f91813e885f01813e8e3da60000,,W257CS,,276,W257CS,MORRISVILLE,D,3.5,USA,2022-06-07T10:25:18.194Z,,5.0,0.07980625,0.25,0.25,156990,76.55,None,,,46.0,99.3,,126.0,,,,,,,,,2022-06-07T00:00:00.000Z,35.7871388889,898,78.7269166667,Raleigh-Durham,,,,0.25,,,,False,"WDNC-AM, LLC",D339,"1,694,400",,,WRAL News+ - 24/7 Local News,70.0,37.0,105,WRAL-FM -HD3,35.7796,"Raleigh, NC",-78.6382,FX,WRAL NEWS+,NC,2022-06-14T00:00:00.000Z,False,1.0,False,0.0
,,"['WLGP,same-channel 5010,45.43', 'WMKS,same-channel 5010,49.27']",,0.25,180.0,DRL,fd849fd706f24ad28299c1b6063ebeb7,,W262CZ,,141,W262CZ,RALEIGH,D,3.5,USA,2019-07-05T01:10:51.095Z,,17.93,0.25,0.25,0.25,141736,62.74,Classic Rock,,,8.0,100.3,,108.0,,,,,,,,,2019-07-03T00:00:00.000Z,35.5787777778,986,78.4358333333,Raleigh-Durham,,,,0.25,Classic Rock,,,False,"Eastern Airwaves, LLC",,"1,694,400",,,,19.5203569437,37.0,105,WQDR 570,35.7796,"Raleigh, NC",-78.6382,FX,THE TRIANGLE'S ROCK,NC,2019-07-10T00:00:00.000Z,False,1.0,False,0.0
,,"['WIKS,Same Channel,42.46', 'WKRP-LP,Same Channel,62.43', 'WBAV-FM,same-channel 5010,36.55']",,0.25,185.5,DRL,25076ff3914ddaef01916c1494610fe6,,W270DT,,313,W270DT,DURHAM,D,3.5,USA,2024-08-19T15:19:32.639Z,,19.1,0.16088121,0.25,0.25,141386,52.02,Ethnic,,,317.0,101.9,,91.0,,,,,,,,,2024-08-19T00:00:00.000Z,35.9680833333,1106,78.8878333333,Raleigh-Durham,,,,0.25,Ethnic,,,False,"WDUR, LLC",,"1,694,400",,,,18.3246073298,37.0,105,WDUR-1490,35.7796,"Raleigh, NC",-78.6382,FX,RADIO NYRA,NC,2024-10-09T00:00:00.000Z,False,1.0,False,0.0
,,"['WSOC-FM,same-channel 5010,40.06', 'WTIB,Same Channel,35.81', 'WILT,same-channel 5010,36.58', 'WNNL,IBOC,83.05', 'WNNL,adjacent,83.05', 'WRCQ,IBOC,51.97']",,0.25,325.9,DRL,25076ff38531e2c5018540112b11027f,,W279EJ,,321,W279EJ,HILLSBOROUGH,D,3.5,USA,2022-12-23T12:39:05.059Z,,28.93,0.146689,0.25,0.25,152725,49.25,Country,,,13.0,103.7,186.5,125.0,,,,,,,,,2022-12-28T00:00:00.000Z,36.1038055556,1261,78.9654722222,Raleigh-Durham,,,,0.25,Country,,,False,"Eastern Airwaves, LLC",,"1,694,400",,PULSE,-,12.0981679917,37.0,105,WQDR-FM 94.7,35.7796,"Raleigh, NC",-78.6382,FX,TODAY'S BEST COUNTRY,NC,2023-02-02T00:00:00.000Z,False,1.0,False,0.0
,,"['W284CP,adjacent,72.24', 'WFXK,IBOC,77.49', 'WFXK,adjacent,77.49']",,0.18,362.2,DRL,25076ff386be5a130186e084f1db0b8f,,W283DE,,282,W283DE,DURHAM,D,3.5,USA,2023-03-14T10:27:34.475Z,,30.22,0.09305298,0.18,0.18,200547,40.54,Sports,,,29.0,104.5,,136.0,,,,,,,,,2023-04-05T00:00:00.000Z,35.8663888889,1325,79.1668055556,Raleigh-Durham,,,,0.18,Sports,,,False,"WDNC-AM, LLC",D21E,"1,694,400",,Buzz Sports Radio,Buzz Sports Radio,11.581733951,37.0,105,WDNC-620,35.7796,"Raleigh, NC",-78.6382,FX,THE BUZZ,NC,2023-04-13T00:00:00.000Z,False,1.0,False,0.0
,,"['W284CP,Same Channel,72.24', 'WKQC,same-channel 5010,40.01', 'WPZZ,Same Channel,31.93', 'WZUP,Same Channel,35.41']",,0.25,250.0,DRL,d4158499c8054ba68942c1b6063ebeb7,,W284CD,,23,W284CD,YOUNGSVILLE,D,3.5,USA,2019-03-14T20:12:15.589Z,,21.43,0.0147015625,0.25,0.25,148873,50.62,Country,,,13.0,104.7,,112.0,,,,,,,,,2015-05-04T00:00:00.000Z,36.0656944444,1336,78.4902777778,Raleigh-Durham,,,,0.25,Country,,,False,"Eastern Airwaves, LLC",,"1,694,400",,,,16.332244517,37.0,105,WQDR-FM 94.7,35.7796,"Raleigh, NC",-78.6382,FX,TODAY'S BEST COUNTRY,NC,2015-05-29T00:00:00.000Z,False,1.0,False,0.0
,,[],,0.099,293.0,DRL,f665b598e94e4ae58aa5c1b6063ebeb7,,W284CP,,278,W284CP,RALEIGH,D,2.5,USA,2019-03-14T20:12:15.589Z,,6.91,0.099,0.099,0.099,148876,72.24,Country,,,13.0,104.7,,142.0,,,,,,,,,2015-08-20T00:00:00.000Z,35.7931944444,1339,78.7602777778,Raleigh-Durham,,,,0.099,Country,,,False,"Eastern Airwaves, LLC",,"1,694,400",,,,36.1794500724,37.0,105,WQDR-FM 94.7,35.7796,"Raleigh, NC",-78.6382,FX,TODAY'S BEST COUNTRY,NC,2015-09-03T00:00:00.000Z,False,0.0,False,0.0
,,"['W288DH,Same Channel,54.72', 'WFJA,Same Channel,42.43', 'WXQR-FM,Same Channel,26.81', 'W289BD,adjacent,89.31']",,0.25,235.0,DRL,c97e59793997407c9193c1b6063ebeb7,,W288BU,,321,W288BU,DURHAM,D,3.5,USA,2019-03-14T20:12:34.993Z,,19.41,0.0086955625,0.25,0.25,154202,41.75,Religious Teaching,,,362.0,105.5,130.6,116.0,,,,,,,,,2015-04-03T00:00:00.000Z,35.9984722222,1392,78.8555555556,Raleigh-Durham,,,,0.25,Religious Teaching,,,False,TRUTH BROADCASTING CORPORATION,,"1,694,400",,,,18.0319422978,37.0,105,WDRU-1030,35.7796,"Raleigh, NC",-78.6382,FX,THE TRUTH,NC,2015-04-13T00:00:00.000Z,False,1.0,False,0.0
,,"['W288BU,Same Channel,41.75', 'WFJA,Same Channel,42.43', 'WXQR-FM,same-channel 5010,38.36', 'W289BD,adjacent,89.31']",,0.099,149.0,NDIR,36e1cffffcd340fc9ec9c1b6063ebeb7,,W288DH,,131,W288DH,SELMA,D,2.5,USA,2019-03-14T20:12:47.266Z,,17.12,0.099,0.099,0.099,156969,54.72,Religious Teaching,,,362.0,105.5,,60.0,,,,,,,,,2017-02-13T00:00:00.000Z,35.6158055556,1395,78.4091666667,Raleigh-Durham,,,,0.099,Religious Teaching,,,False,TRUTH BROADCASTING CORPORATION,,"1,694,400",,,,14.6028037383,37.0,105,WTSB-1090,35.7796,"Raleigh, NC",-78.6382,FX,THE CROSS,NC,2017-03-31T00:00:00.000Z,False,0.0,False,0.0
,,[],,0.25,222.0,NDIR,d7003a0b46db43a3b2f7c1b6063ebeb7,,W289BD,,286,W289BD,RALEIGH,D,3.5,USA,2019-03-14T20:12:31.520Z,,2.38,0.25,0.25,0.25,152721,89.31,Gospel Music,,,52.0,105.7,120.1,94.0,,,,,,,,,2016-04-22T00:00:00.000Z,35.7893055556,1405,78.6788888889,Raleigh-Durham,,,,0.25,Gospel Music,,,False,TRUTH BROADCASTING CORPORATION,D21F,"1,694,400",,TheTruth,-,147.0588235294,37.0,105,WNNL 103.9,35.7796,"Raleigh, NC",-78.6382,FX,THE LIGHT,NC,2016-05-02T00:00:00.000Z,False,1.0,False,0.0
,,"['WSPQ-LP,Same Channel,49.32', 'WEND,same-channel 5010,39.28', 'WSFL-FM,Same Channel,41.43', 'WSMU-LP,Same Channel,62.32']",,0.05,201.0,NDIR,d5c3d5af2fa8401e9f52c1b6063ebeb7,,W293DV,,22,W293DV,WAKE FOREST,D,2.5,USA,2019-08-22T01:06:20.659Z,,17.45,0.05,0.05,0.05,20706,56.66,Religious Teaching,,,362.0,106.5,,78.0,,,,,,,,,2019-08-21T00:00:00.000Z,36.0131944444,1481,78.5197222222,Raleigh-Durham,,,,0.05,Religious Teaching,,,False,TRUTH BROADCASTING CORPORATION,,"1,694,400",,,,14.3266475645,37.0,105,WDRU-1030,35.7796,"Raleigh, NC",-78.6382,FX,THE TRUTH,NC,2019-08-28T00:00:00.000Z,False,0.0,False,0.0
,,"['WKZL,same-channel 5010,47.25', 'W299AP,adjacent,75.79']",,0.25,194.0,DRL,7898c2745bf640c89007c1b6063ebeb7,,W298DB,,141,W298DB,SMITHFIELD,D,3.5,USA,2019-07-15T01:10:20.648Z,,17.93,0.0872316225,0.25,0.25,203205,59.53,News/Talk,Talk,,21.0,107.5,,122.0,,,,,,,,,2019-07-12T00:00:00.000Z,35.5787777778,1554,78.4358333333,Raleigh-Durham,,,,0.25,News,,,False,"FIRST STATE COMMUNICATIONS, INC.",,"1,694,400",,,,19.5203569437,37.0,105,WPTF 680,35.7796,"Raleigh, NC",-78.6382,FX,,NC,2019-07-17T00:00:00.000Z,False,1.0,False,0.0
