HD_LastUpdate,HD_Notes,Interference,aant_rotation_deg,actual_erp,amsl,antenna_type,app_id,banner,base_callsign,bc_mode,bearing,callsign,city,class,class_flag,country,create_ts,digital_erp,distance,erp,erphpk,erpvpk,facility_id,field_strength,format,format2,format3,format_id,frequency,haat,hagl,hd2_format,hd2_slogan,hd3_format,hd3_slogan,hd4_format,hd4_slogan,index,language_id,last_update_ts,lat,level_0,lon,market,mlb,mode,nba,new_erp,new_format,nfl,nhl,npr,owner,pi_code,population,prl,ps_info,radiotext,range_flag,rank,receiver_hagl,relay,search_lat,search_location,search_lon,service_code,slogan,sp,status_date,strong_iboc,supertranslator,timeShare,uneven_polarization
,,"['XHHIT-FM,IBOC,76.56', 'XHHIT-FM,adjacent,76.56', 'KSSX,IBOC,92.14', 'KSSX,adjacent,92.14']",,63.0,1851.0,OTS,e926d8b5d66045f3a25bc1b6063ebeb7,,KLOS,,334,KLOS,LOS ANGELES,B,10.0,USA,2019-03-14T20:08:56.109Z,,116.74,63.0,63.0,63.0,35078,40.98,Classic Rock,,,8.0,95.5,954.0,112.0,Silent,,Iranian,Radio Iran,,,,,1984-07-02T00:00:00.000Z,34.2269444444,1018,118.067,Los Angeles,,HD,,63.0,Classic Rock,,,False,"KLOS RADIO HOLDINGS, LLC",2E8A,"11,369,600",,KLOS,KLOS Southern California's Rock Station | Title & Artist,8.5660442008,2.0,16,,32.7157,"San Diego, CA",-117.1611,FM,95.5 KLOS,CA,1984-12-04T00:00:00.000Z,False,0.0,False,0.0
,HD TURNED OFF,[],,30.0,264.7,NDIR,fceb5373d07145629cd6c1b6063ebeb7,,KLQV,,329,KLQV,SAN DIEGO,B,7.0,USA,2019-03-14T20:09:20.242Z,,9.98,30.0,30.0,30.0,51164,94.32,Spanish Hits,,,72.0,102.9,192.7,44.7,,,,,,,,,2008-02-07T00:00:00.000Z,32.8400277778,1022,117.2486388889,San Diego,,,,30.0,Spanish Hits,,,False,"Univision Radio Stations Group, Inc.",1029,"2,881,200",,KLQV,Title & Artist un beso,70.1402805611,17.0,16,,32.7157,"San Diego, CA",-117.1611,FM,AMOR 102.9,CA,2008-03-13T00:00:00.000Z,False,0.0,False,0.0
,,[],,26.5,271.0,NDIR,25076f91838b531701838ff025a002b1,,KLVJ,,329,KLVJ,ENCINITAS,B,7.0,USA,2022-09-30T15:47:03.648Z,1.06,9.91,26.5,26.5,26.5,51503,95.41,Contemporary Christian,,,12.0,102.1,209.0,38.0,2000s Christian Music,K-Love 2000s,Spanish Christian,Radio Nueva Vida,,,,,2022-10-03T00:00:00.000Z,32.8380555556,1031,117.25,San Diego,,HD,,26.5,Contemporary Christian,,,False,EDUCATIONAL MEDIA FOUNDATION,2F37,"2,881,200",,K-LOVE,Title & Artist K-LOVE,70.6357214934,17.0,16,KVLR 91.9,32.7157,"San Diego, CA",-117.1611,FM,K-LOVE,CA,2022-10-06T00:00:00.000Z,True,0.0,False,0.0
,,[],,77.0,271.0,NDIR,25076f917be66197017bea9d93fd014b,,KMYI,,329,KMYI,SAN DIEGO,B,2.5,USA,2021-09-15T14:00:00.664Z,0.77,9.91,77.0,77.0,77.0,58821,99.6,Hot AC,,,39.0,94.1,210.0,38.0,News/Talk,Newsradio 600 KOGO,Bilingual Classic Hits,Retro,,,,,2021-09-23T00:00:00.000Z,32.8380555556,1074,117.25,San Diego,,HD,,77.0,Hot AC,,,False,iHeartMedia,1228,"2,881,200",,Star 94.1 Title & Artist,Star 94.1 Title & Artist,25.2270433905,17.0,16,,32.7157,"San Diego, CA",-117.1611,FM,STAR 94.1,CA,2021-09-29T00:00:00.000Z,False,0.0,False,0.0
,,"['K206AC,Same Channel,44.86']",,0.33,1905.0,DRL,05504b6aa9c446a2b4c0c1b6063ebeb7,,KNSJ,,74,KNSJ,DESCANSO,B1,6.0,USA,2019-03-14T20:13:16.223Z,,44.74,0.2871382272,0.33,0.29,172605,56.44,Religious Teaching,,,362.0,89.1,729.0,15.0,,,,,,,,,2013-05-20T00:00:00.000Z,32.8919722222,1091,116.4197222222,San Diego,,,,0.33,Religious Teaching,,,False,Activist San Diego,3431,"2,881,200",,KNSJ-FM,,13.4108180599,17.0,16,,32.7157,"San Diego, CA",-117.1611,FM,,CA,2014-05-30T00:00:00.000Z,False,0.0,False,1.0
,,[],,26.0,271.0,NDIR,25076f9179edc138017a3f534d0f1766,,KPBS,,329,KPBS-FM,SAN DIEGO,B,7.0,USA,2021-06-24T14:41:01.587Z,1.04,9.91,26.0,26.0,26.0,58823,94.64,News/Talk,Talk,,21.0,89.5,209.0,38.0,Classical,Classical 24,Groove Salad,,,,,,2021-07-01T00:00:00.000Z,32.8380555556,1137,117.25,San Diego,,HD,,26.0,News,,,True,"Board of Trustees, California State University for San Diego State University",37C8,"2,881,200",,KPBS-FM,,70.6357214934,17.0,16,,32.7157,"San Diego, CA",-117.1611,FM,,CA,2021-07-30T00:00:00.000Z,True,0.0,False,0.0
,,"['XHTIM-FM,Same Channel,86.37']",,110.0,1762.0,NDIR,f07b9a6ad8d64ec688b3c1b6063ebeb7,,KPFK,,334,KPFK,LOS ANGELES,B,10.0,USA,2019-03-14T20:09:21.648Z,,116.91,110.0,110.0,110.0,51252,46.05,Variety,,,35.0,90.7,863.0,46.0,,,,,,,,,2008-04-10T00:00:00.000Z,34.2291666667,1146,118.0683888889,Los Angeles,,,,110.0,Variety,,,False,"PACIFICA FOUNDATION, INC.",3828,"11,369,600",,KPFK FM,Pacifica Radio for all Southern California and Santa Barbara,8.5535882303,2.0,16,,32.7157,"San Diego, CA",-117.1611,FM,KPFK 90.7 FM,CA,2008-04-24T00:00:00.000Z,False,0.0,False,0.0
,,[],210.0,3.0,806.2,NDIR,25076f917c7bd22b017c9a6ddd467dff,,KRPE-LD,,96,KRPE-LD,SAN DIEGO,,2.5,USA,2021-10-19T17:21:03.664Z,,13.09,3.0,3.0,0.0,129651,80.21,Religious/Variety,Variety,,146.0,87.7,,22.86,,,,,,,,,2021-10-25T00:00:00.000Z,32.6962777778,1223,116.9370833333,San Diego,,,,3.0,Religious,,,False,"Venture Technologies Group, LLC",3E6E,"2,881,200",,Guadalupe Radio 87.7FM,Guadalupe Radio 87.7,19.0985485103,17.0,16,,32.7157,"San Diego, CA",-117.1611,LPD,GUADALUPE RADIO,CA,2021-11-17T00:00:00.000Z,False,0.0,False,1.0
,,"['XHRM-FM,adjacent,98.68', 'KARJ,IBOC,54.15']",,43.0,1787.0,NDIR,11e30601fe9d412880b6c1b6063ebeb7,,KRRL,,334,KRRL,LOS ANGELES,B,10.0,USA,2019-03-14T20:08:56.109Z,,116.72,43.0,43.0,43.0,35022,41.58,Hip Hop,,,49.0,92.3,887.0,49.0,News,Black Information Network,,,,,,,1992-10-21T00:00:00.000Z,34.2266666667,1231,118.0667222222,Los Angeles,,HD,,43.0,Hip Hop,,,False,iHeartMedia,1EA9,"11,369,600",,Real 92-3 Artist/Title,REAL FM | Mobilewqash app Car Wash detailer,8.5675119945,2.0,16,,32.7157,"San Diego, CA",-117.1611,FM,REAL 92.3,CA,1993-04-08T00:00:00.000Z,False,0.0,False,0.0
,HD TURNED OFF,[],0.0,22.0,159.0,DRL,d23d126401274c729b2ec1b6063ebeb7,,KSDS,,355,KSDS,SAN DIEGO,B1,6.0,USA,2019-03-14T20:09:39.125Z,,6.18,22.0,0.0,22.0,58818,77.83,Jazz,,,17.0,88.3,,54.0,,,,,,,,,2007-05-29T00:00:00.000Z,32.8047777778,1255,117.1700277778,San Diego,,,,22.0,Jazz,,,True,SAN DIEGO COMMUNITY COLLEGE DISTRICT,3FE8,"2,881,200",,,,97.0873786408,17.0,16,,32.7157,"San Diego, CA",-117.1611,FM,JAZZ 88.3,CA,2010-03-22T00:00:00.000Z,False,0.0,False,1.0
,,"['XHITT-FM,adjacent,79.08']",0.0,0.27,1757.0,DRL,cc0d93cab548476a9066c1b6063ebeb7,,KSDW,,16,KSDW,TEMECULA,B,7.0,USA,2019-03-14T20:09:23.453Z,,47.01,0.27,0.27,0.27,52141,45.4,Religious Teaching,,,362.0,88.9,924.0,58.0,,,,,,,,,2011-02-10T00:00:00.000Z,33.3694722222,1256,116.9361111111,San Diego,,,,0.27,Religious Teaching,,,False,Educational Media Foundation,3FEC,"2,881,200",,,,14.8904488407,17.0,16,,32.7157,"San Diego, CA",-117.1611,FM,,CA,2012-02-07T00:00:00.000Z,False,0.0,False,0.0
,,[],,26.5,289.0,NDIR,83fd57c1a065492e8cddc1b6063ebeb7,,KSON,,329,KSON,SAN DIEGO,B,7.0,USA,2019-03-14T20:09:40.177Z,,9.95,26.5,26.5,26.5,59816,96.1,Country,,,13.0,103.7,210.0,50.0,,,,,,,,,2007-04-09T00:00:00.000Z,32.8389444444,1279,117.24975,San Diego,,HD,,26.5,Country,,,False,"Audacy License, LLC",4101,"2,881,200",,SAN DIEGO'S #1 FOR NEW COUNTRY,,70.351758794,17.0,16,,32.7157,"San Diego, CA",-117.1611,FM,SAN DIEGO’S NUMBER ONE FOR NEW COUNTRY,CA,2007-10-05T00:00:00.000Z,False,0.0,False,0.0
,,[],,30.0,255.0,DRL,25076ff37aea004e017aedbfa040004e,,KSSX,,329,KSSX,CARLSBAD,B,7.0,USA,2021-07-28T11:33:16.392Z,,9.88,14.74203,30.0,30.0,67664,92.14,Hip Hop,,,49.0,95.7,194.0,26.0,News,Black Information Network,,,,,,,2021-08-17T00:00:00.000Z,32.8377777778,1296,117.2497222222,,,HD,,30.0,Hip Hop,,,False,iHeartMedia,1173,,,Title & Artist JAM'N957,,70.8502024291,,16,,32.7157,"San Diego, CA",-117.1611,FM,JAM'N 95.7,CA,2022-11-04T00:00:00.000Z,False,0.0,False,0.0
,,"['XHA-FM,adjacent,84.93', 'KBZT,IBOC,94.82', 'KBZT,adjacent,94.82']",,58.0,1764.0,NDIR,dbd86119a2a54d2a8e3cc1b6063ebeb7,,KTWV,,334,KTWV,LOS ANGELES,B,10.0,USA,2019-03-14T20:08:43.624Z,,116.53,58.0,58.0,58.0,25437,43.5,R&B,,,27.0,94.7,863.0,35.0,Dance/EDM,NOR Radio,Persian,Radio Hamrah,,,,,2002-11-04T00:00:00.000Z,34.2247222222,1317,118.0639444444,Los Angeles,,HD,,58.0,R&B,,,False,"Audacy License, LLC",447D,"11,369,600",,WAVE-FM Title & Artist | 94.7 The Wave The Soul of SoCal,Title & Artist,8.5814811636,2.0,16,,32.7157,"San Diego, CA",-117.1611,FM,THE WAVE,CA,2003-02-28T00:00:00.000Z,False,0.0,False,0.0
,,"['KRTH,Same Channel,39.18']",,0.047,118.1,NDIR,25076ff38a436aa0018a47c3ccad07f2,,KVIB-LP,,15,KVIB-LP,SAN DIEGO,LP100,2.5,USA,2023-08-30T14:45:28.825Z,,3.31,0.047,0.047,0.047,197704,55.67,Variety,,,35.0,101.1,44.0,8.5,,,,,,,,,2023-08-30T00:00:00.000Z,32.7618888889,1331,117.1459722222,San Diego,,,,0.047,Variety,,,False,"Positive Hope, Inc.",,"2,881,200",,,,75.5287009063,17.0,16,,32.7157,"San Diego, CA",-117.1611,FL,,CA,2023-10-16T00:00:00.000Z,False,0.0,False,0.0
,,"['XHGLX-FM,adjacent,91.48']",,39.0,1676.0,DRL,25076f91916cb53601918a909a470ce4,,KUSC,,334,KUSC,LOS ANGELES,B,10.0,USA,2024-08-25T13:23:36.587Z,,115.75,26.64743484,39.0,39.0,69318,40.69,Classical,,,9.0,91.5,891.0,30.0,,,,,,,,,2024-08-28T00:00:00.000Z,34.2126472222,1341,118.0626888889,Los Angeles,,HD,,39.0,Classical,,,True,UNIVERSITY OF SOUTHERN CALIFORNIA,46A6,"11,369,600",,CLASSICAL KUSC  | KUSC.ORG | KUSC Title & Artist,Title & Artist,8.6393088553,2.0,16,,32.7157,"San Diego, CA",-117.1611,FM,CLASSICAL KUSC,CA,2024-09-20T00:00:00.000Z,False,0.0,False,0.0
,,[],,38.0,240.0,NDIR,25076ff394481c5d01946620f336199e,,KWFN,,77,KWFN,SAN DIEGO,B,7.0,USA,2025-01-14T13:43:41.822Z,,4.53,38.0,38.0,38.0,30832,101.57,Sports,,,29.0,97.3,152.0,164.0,,,BetMGM Network,The Bet,,,,,2025-02-18T00:00:00.000Z,32.73,1382,117.085,,Padres,HD,,38.0,Sports,,,False,"Audacy License, LLC",4AA7,,,97.3 The Fan,"The FAN, San Diego's Only FM Sports Station",154.5253863135,,16,,32.7157,"San Diego, CA",-117.1611,FM,97.3 THE FAN,CA,2025-05-01T00:00:00.000Z,False,0.0,False,0.0
,HD TURNED OFF,"['XHRST-FM,adjacent,87.75']",,0.53,1774.0,DRL,b7f543c43fec471690cec1b6063ebeb7,,KWVE,,343,KWVE-FM,SAN CLEMENTE,B,7.0,USA,2019-03-14T20:08:07.710Z,,72.06,0.53,0.53,0.53,8410,40.26,Religious Teaching,,,362.0,107.9,1156.0,41.0,,,,,,,,,2000-07-27T00:00:00.000Z,33.7111388889,1403,117.5328333333,Los Angeles,,,,0.53,Religious Teaching,,,False,"CALVARY CHAPEL OF COSTA MESA, INC.",4C3E,"11,369,600",,Current Show on KWAVE 107.9,Current Show on KWAVE 107.9,9.7141271163,2.0,16,,32.7157,"San Diego, CA",-117.1611,FM,K-WAVE,CA,2000-10-27T00:00:00.000Z,False,0.0,False,0.0
,,[],,26.0,289.0,NDIR,25076ff3949de7150194a9fd71eb04e3,,KXSN,,329,KXSN,SAN DIEGO,B,7.0,USA,2025-01-27T17:59:05.960Z,,9.95,26.0,26.0,26.0,34589,95.65,Classic Hits,,,7.0,98.1,209.0,50.0,LGBTQ Talk/EDM,Channel Q,,,,,,,2025-02-06T00:00:00.000Z,32.8388888889,1434,117.2497222222,San Diego,,HD,,26.0,Classic Hits,,,False,"Audacy License, LLC",4E9D,"2,881,200",,KXSN | Sunny 98.1,Sunny 98.1 San Diego's Greatest Hits | title & Artist on Sunny 98.1,70.351758794,17.0,16,,32.7157,"San Diego, CA",-117.1611,FM,SUNNY 98.1,CA,2025-04-30T00:00:00.000Z,False,0.0,False,0.0
,,[],242.0,0.7,785.0,DRL,1c5db101451145acb8cbc1b6063ebeb7,,KYDO,,95,KYDO-FM1,SANTEE,D,2.5,USA,2019-03-14T20:13:48.346Z,,13.25,0.015666112,0.7,0.7,178665,62.31,Contemporary Christian,,,12.0,96.1,,23.0,,,,,,,,,2010-03-08T00:00:00.000Z,32.6975277778,1447,116.9341666667,,,,,0.7,Contemporary Christian,,,False,EDUCATIONAL MEDIA FOUNDATION,,,,,,18.8679245283,,16,KYDO-FM 96.1,32.7157,"San Diego, CA",-117.1611,FB,AIR1,CA,2010-03-23T00:00:00.000Z,False,0.0,False,0.0
,,[],,26.5,289.0,NDIR,c208ecad8a5e4c75b418c1b6063ebeb7,,KYXY,,329,KYXY,SAN DIEGO,B,7.0,USA,2019-03-14T20:09:23.453Z,,9.95,26.5,26.5,26.5,51671,95.64,Adult Contemporary,,,40.0,96.5,210.0,50.0,,,,,,,,,2007-07-03T00:00:00.000Z,32.8389444444,1460,117.24975,San Diego,,HD,,26.5,Adult Contemporary,,,False,"Audacy License, LLC",51CE,"2,881,200",,The 80s Through Today ...KYXY 96.5,The 80s Through Today ...KYXY 96.5,70.351758794,17.0,16,,32.7157,"San Diego, CA",-117.1611,FM,"KYXY 96.5, SAN DIEGO`S FRESH FAVORITES",CA,2007-08-29T00:00:00.000Z,False,0.0,False,0.0
,,[],,24.0,772.0,,25076f9195447fe601954829dcfc02ce,,WAIA,,76,WAIA,ATHENS,C1,10.0,USA,2025-02-27T11:07:36.329Z,0.96,33.13,24.0,24.0,24.0,56390,79.69,Contemporary Christian,,,12.0,104.7,505.0,537.0,Christian Pop,K-Love Pop!,Spanish Christian Worship,Air1,,,,,2025-02-27T00:00:00.000Z,33.8673333333,60,83.8287777778,,,HD,,24.0,Contemporary Christian,,,False,"K-LOVE, Inc.",5578,,,THE FISH,,30.1841231512,,320,,33.749,"Atlanta, GA",-84.388,FM,AIR1,GA,2025-04-09T00:00:00.000Z,True,0.0,False,0.0
,,[],,1.5,320.0,NDIR,25076f917a831050017aa4ac7c36568f,,WTBS-LD,,100,WTBS-LD,ATLANTA,,2.5,USA,2021-07-14T07:00:05.199Z,,1.64,1.5,0.0,0.0,53584,90.56,R&B,,,27.0,87.7,,24.6,,,,,,,,,2021-07-14T00:00:00.000Z,33.7446944444,148,84.3599166667,,,,,1.5,R&B,,,False,"PRISM BROADCASTING NETWORK, INC.",AF87,,,VIBE,The Vibe R&B and Southern Soul,152.4390243902,,320,,33.749,"Atlanta, GA",-84.388,LPD,87.7 THE VIBE,GA,2021-07-16T00:00:00.000Z,False,0.0,False,0.0
,,"['WJSP-FM,Same Channel,66.79', 'WUTC,Same Channel,31.19']",,0.01,541.0,NDIR,25076f9196152f390196179c4f2501c4,,W201DM,,350,W201DM,WOODSTOCK,D,2.5,USA,2025-04-08T18:54:01.539Z,,22.25,0.01,0.0,0.01,122159,49.9,Religious Teaching,,,362.0,88.1,232.9,37.0,,,,,,,,,2025-04-09T00:00:00.000Z,34.0662777778,317,84.4539444444,Atlanta,,,,0.01,Religious Teaching,,,False,"CSN International, Inc.",,"5,102,700",,,,11.2359550562,7.0,320,KAWZ 89.9,33.749,"Atlanta, GA",-84.388,FX,CSN INTERNATIONAL,GA,2025-04-29T00:00:00.000Z,False,0.0,False,1.0
,,"['W209CG,same-channel 5010,58.85']",,0.01,533.0,DRL,25076f917357240e01735e0605790428,,W209CD,,100,W209CD,ATLANTA,D,3.5,USA,2020-07-17T14:25:19.635Z,,1.64,0.01,0.01,0.01,152214,78.62,Religious Teaching,,,362.0,89.7,,238.0,,,,,,,,,2020-07-17T00:00:00.000Z,33.7448333333,367,84.3599166667,Atlanta,,,,0.01,Religious Teaching,,,False,"RADIO BY GRACE, INC.",7326,"5,102,700",,,,213.4146341463,7.0,320,WZXX 88.5,33.749,"Atlanta, GA",-84.388,FX,RADIO BY GRACE,GA,2020-07-21T00:00:00.000Z,False,1.0,False,0.0
,,"['W209CD,Same Channel,78.62', 'WMUM-FM,same-channel 5010,45.68', 'WYBK,same-channel 5010,48.03']",,0.01,476.0,NDIR,25076f917357240e01735e1c1dc80506,,W209CG,,337,W209CG,TALLAPOOSA,D,2.5,USA,2020-07-17T14:49:27.320Z,,16.75,0.01,0.01,0.01,150669,58.35,Religious Teaching,,,362.0,89.7,170.3,90.0,,,,,,,,,2020-07-17T00:00:00.000Z,33.9720555556,369,84.5024444444,Atlanta,,,,0.01,Religious Teaching,,,False,"RADIO BY GRACE, INC.",,"5,102,700",,,,14.9253731343,7.0,320,WZXX 88.5,33.749,"Atlanta, GA",-84.388,FX,RADIO BY GRACE,GA,2020-07-21T00:00:00.000Z,False,0.0,False,0.0
,,"['WPWB,Same Channel,27.05', 'WSMC-FM,Same Channel,42.45', 'WMVV,adjacent,69.6', 'WUWG,IBOC,56.22']",,0.01,418.0,NDIR,11b9df2eb4f3450b9521c1b6063ebeb7,,W213BE,,71,W213BE,SNELLVILLE,D,2.5,USA,2019-03-14T20:10:48.279Z,,21.37,0.01,0.01,0.01,93159,41.53,Religious Teaching,,,362.0,90.5,139.0,77.0,,,,,,,,,2000-06-06T00:00:00.000Z,33.8501111111,391,84.0363055556,Atlanta,,,,0.01,Religious Teaching,,,False,CSN INTERNATIONAL,,"5,102,700",,,,11.6986429574,7.0,320,KAWZ 89.9,33.749,"Atlanta, GA",-84.388,FX,CSN INTERNATIONAL,GA,2000-09-01T00:00:00.000Z,False,0.0,False,0.0
,,"['WBTR-FM,Same Channel,63.97', 'WJGA-FM,Same Channel,49.22', 'W222AF,adjacent,91.36', 'WCLK,IBOC,85.78', 'WCLK,adjacent,85.78']",,0.019,387.0,NDIR,25076ff398581a400198777c8f600a75,,W221AW,,346,W221AW,NORTH CANTON,D,2.5,USA,2025-08-04T19:48:28.015Z,,28.87,0.019,0.019,0.019,28335,41.36,Contemporary Christian,,,12.0,92.1,272.2,76.0,,,,,,,,,2025-08-04T00:00:00.000Z,34.1538888889,456,84.5122222222,Atlanta,,,,0.019,Contemporary Christian,,,False,"IMMANUEL BROADCASTING NETWORK, INC.",5A39,"5,102,700",,THE MESSAGE4 FOR YOU,,8.6595081399,7.0,320,WCCV 91.7,33.749,"Atlanta, GA",-84.388,FX,THE MESSAGE,GA,2025-08-18T00:00:00.000Z,False,0.0,False,0.0
,,[],,0.25,577.0,DRL,25076ff387967fda0187b999487105a9,,W222AF,,55,W222AF,MARIETTA,D,3.5,USA,2023-04-25T14:07:23.130Z,,1.85,0.25,0.25,0.25,83640,91.36,Contemporary Christian,,,12.0,92.3,,280.0,,,,,,,,,2023-04-25T00:00:00.000Z,33.7643611111,474,84.3615833333,Atlanta,,,,0.25,Contemporary Christian,,,False,EDUCATIONAL MEDIA FOUNDATION,D3B1,"5,102,700",,Title & Artist K-Love,,189.1891891892,7.0,320,WAKL-HD2,33.749,"Atlanta, GA",-84.388,FX,AIR1,GA,2023-04-27T00:00:00.000Z,False,1.0,False,0.0
,,"['W223CQ,Same Channel,51.12', 'WEKS,Same Channel,56.35', 'WESC-FM,Same Channel,31.98', 'W222AF,adjacent,91.36']",,0.019,394.0,NDIR,25076f91823c9439018246283eb60706,,W223BP,,296,W223BP,Dallas,D,2.5,USA,2022-07-28T14:53:38.680Z,,26.04,0.019,0.019,0.019,148961,45.42,Contemporary Christian,,,12.0,92.5,,49.0,,,,,,,,,2022-08-02T00:00:00.000Z,33.9141666667,494,84.7957222222,Atlanta,,,,0.019,Contemporary Christian,,,False,EDUCATIONAL MEDIA FOUNDATION,,"5,102,700",,,,9.6006144393,7.0,320,WAKL 106.7,33.749,"Atlanta, GA",-84.388,FX,K-LOVE,GA,2022-08-09T00:00:00.000Z,False,0.0,False,0.0
,,"['W223BP,Same Channel,45.42', 'WEKS,Same Channel,56.35', 'WESC-FM,Same Channel,31.98', 'W222AF,adjacent,91.36']",,0.25,366.0,NDIR,3621ef35e9c846d3a675c1b6063ebeb7,,W223CQ,,49,W223CQ,LAWRENCEVILLE,D,3.5,USA,2019-03-14T20:09:53.915Z,,25.11,0.25,0.25,0.25,67214,51.12,Contemporary Christian,,,12.0,92.5,,40.0,,,,,,,,,2019-02-21T00:00:00.000Z,33.9866666667,498,84.0569444444,Atlanta,,,,0.25,Contemporary Christian,,,False,"RADIO TRAINING NETWORK, INC",,"5,102,700",,,,13.9386698526,7.0,320,WLKQ-FM 102.3,33.749,"Atlanta, GA",-84.388,FX,THE JOY FM,GA,2019-02-25T00:00:00.000Z,False,1.0,False,0.0
,,"['W229AG,adjacent,81.64', 'WVFJ-FM,IBOC,68.77', 'WVFJ-FM,adjacent,68.77']",,0.23,726.0,DRL,9ab34656493045e9a829c1b6063ebeb7,,W228CA,,49,W228CA,SUWANEE,D,3.5,USA,2019-03-14T20:11:18.540Z,,39.97,0.1438338672,0.23,0.23,138393,53.73,Rock,,,62.0,93.5,,455.0,,,,,,,,,2014-11-19T00:00:00.000Z,34.1256666667,587,83.8587777778,,,,,0.23,Rock,,,False,"Cox Radio, LLC",,,,,,8.7565674256,,320,WSRV-HD2,33.749,"Atlanta, GA",-84.388,FX,THE OTHER SIDE OF THE RIVER,GA,2014-12-08T00:00:00.000Z,False,1.0,False,0.0
,,[],,0.25,588.0,DRL,9437506a73074c2389c2c1b6063ebeb7,,W229AG,,35,W229AG,ATLANTA,D,3.5,USA,2019-03-14T20:10:34.970Z,,4.9,0.1849,0.25,0.25,88937,81.64,Sports,,,29.0,93.7,,324.0,,,,,,,,,2017-12-08T00:00:00.000Z,33.8073333333,605,84.3393611111,Atlanta,Braves,,,0.25,Sports,,,False,DICKEY BROADCASTING COMPANY,D4E2,"5,102,700",,,,71.4285714286,7.0,320,WCNN 680,33.749,"Atlanta, GA",-84.388,FX,THE FAN 680 AND 93-7 FM,GA,2017-12-27T00:00:00.000Z,False,1.0,False,0.0
,,[],,0.166,615.0,NDIR,45d3e3185775454fa0dcc1b6063ebeb7,,W233BF,,100,W233BF,ATLANTA,D,3.5,USA,2019-10-01T01:14:53.955Z,,1.64,0.166,0.166,0.166,146158,90.82,Hip Hop,,,49.0,94.5,,320.0,,,,,,,,,2019-09-19T00:00:00.000Z,33.7448333333,689,84.3599166667,Atlanta,,,,0.166,Hip Hop,,,False,"CORE COMMUNICATORS BROADCASTING, LLC",9112,"5,102,700",,STREETZ,,213.4146341463,7.0,320,WWSZ 1420,33.749,"Atlanta, GA",-84.388,FX,STREETZ 94.5,GA,2019-10-07T00:00:00.000Z,False,1.0,False,0.0
,,"['W243DQ,Same Channel,42.26', 'W243EE,Same Channel,35.73', 'WDOD-FM,Same Channel,36.56', 'WIHB-FM,Same Channel,43.69', 'WMJJ,same-channel 5010,41.67', 'WBZW,IBOC,68.35', 'WBZW,adjacent,68.35']",,0.25,704.0,DRL,d3c0c94480af4887874dc1b6063ebeb7,,W243CE,,49,W243CE,WINDER,D,3.5,USA,2019-03-14T20:12:04.542Z,,39.97,0.23377225,0.25,0.25,146804,55.44,Contemporary Hit Radio,,,44.0,96.5,392.2,433.0,,,,,,,,,2010-10-29T00:00:00.000Z,34.1256666667,862,83.8587777778,,,,,0.25,Contemporary Hit Radio,,,False,"DAVIS BROADCASTING OF ATLANTA, LLC",,,,,,8.7565674256,,320,WCHK 1290,33.749,"Atlanta, GA",-84.388,FX,LA MEGA 1290 AM/96.5 FM,GA,2010-11-23T00:00:00.000Z,False,1.0,False,0.0
,,"['W243CE,Same Channel,55.44', 'W243EE,Same Channel,35.73', 'WDOD-FM,Same Channel,36.56', 'WIHB-FM,Same Channel,43.69', 'WMJJ,Same Channel,30.66', 'WBZW,IBOC,68.35', 'WBZW,adjacent,68.35']",,0.25,443.2,DRL,25076f9198d1eaab0199313f85001624,,W243DQ,,328,W243DQ,MARIETTA,D,3.5,USA,2025-09-09T21:31:09.481Z,,19.08,0.00055225,0.25,0.25,20726,42.26,Spanish Hits,,,72.0,96.5,,82.0,,,,,,,,,2025-09-12T00:00:00.000Z,33.9825277778,871,84.5653888889,Atlanta,,,,0.25,Spanish Hits,,,False,"PRIETO BROADCASTING, INC.",,"5,102,700",,,,18.3438155136,7.0,320,WFTD-1080,33.749,"Atlanta, GA",-84.388,FX,LA MEGA MUNDIAL,GA,2025-09-15T00:00:00.000Z,False,1.0,False,0.0
,,"['WBZW,Same Channel,68.35']",,0.099,402.0,DRL,25076f916d6a26d8016d82970e400ef8,,W244EI,,43,W244EI,ATLANTA,D,2.5,USA,2019-09-30T10:33:20.682Z,,15.79,0.046182411,0.099,0.099,202880,59.96,Ethnic,,,317.0,96.7,,70.0,,,,,,,,,2019-11-25T00:00:00.000Z,33.9170555556,893,84.2015833333,Atlanta,,,,0.099,Ethnic,,,False,"Atlanta Radio Korea, Inc.",,"5,102,700",,,,15.8328055731,7.0,320,WQXI 790,33.749,"Atlanta, GA",-84.388,FX,RADIO KOREA,GA,2020-03-16T00:00:00.000Z,False,0.0,False,0.0
,,"['WGPB,Same Channel,46.72', 'WMGZ,Same Channel,34.48', 'W250BC,adjacent,82.95', 'WUMJ,IBOC,73.97', 'WUMJ,adjacent,73.97']",260.0,0.075,726.0,DRL,31111404ab8445b38cabc1b6063ebeb7,,W249CK,,49,W249CK,DULUTH,D,3.5,USA,2019-03-14T20:12:07.137Z,,39.97,0.0295317188,0.075,0.0,147419,41.87,Rock,,,62.0,97.7,,455.0,,,,,,,,,2014-10-23T00:00:00.000Z,34.1256666667,983,83.8587777778,,,,,0.075,Rock,,,False,"Cox Radio, LLC",,,,,,8.7565674256,,320,WSRV-HD2,33.749,"Atlanta, GA",-84.388,FX,THE OTHER SIDE OF THE RIVER,GA,2014-11-10T00:00:00.000Z,False,1.0,False,1.0
